t;vs;xq;vq;i
 1.112; 0.000; 0.000015; 0.001402; 1112
 1.113; 0.000; 0.000013; 0.001402; 1113
 1.114; 0.000; 0.000012; 0.001402; 1114
 1.115; 0.000; 0.000010; 0.001402; 1115
 1.116; 0.000; 0.000009; 0.001402; 1116
 1.117; 0.000; 0.000008; 0.001402; 1117
 1.118; 0.000; 0.000006; 0.001402; 1118
 1.119; 0.000; 0.000005; 0.001402; 1119
 1.120; 0.000; 0.000003; 0.001402; 1120
 1.121; 0.000; 0.000002; 0.001402; 1121
 1.122; 0.000; 0.000001; 0.001402; 1122
 1.123; 0.000;-0.000001; 0.001402; 1123
 1.124; 0.000;-0.000002; 0.001402; 1124
 1.125; 0.000;-0.000004; 0.001402; 1125
 1.126; 0.000;-0.000005; 0.001402; 1126
 1.127; 0.000;-0.000006; 0.001402; 1127
 1.128; 0.000;-0.000008; 0.001402; 1128
 1.129; 0.000;-0.000009; 0.001402; 1129
 1.130; 0.000;-0.000011; 0.001402; 1130
 1.131; 0.000;-0.000012; 0.001402; 1131
 1.132; 0.000;-0.000013; 0.001402; 1132
 1.133; 0.000;-0.000015; 0.001402; 1133
 1.134; 0.000;-0.000016; 0.001402; 1134
 1.135; 0.000;-0.000018; 0.001402; 1135
 1.136; 0.000;-0.000019; 0.001402; 1136
 1.137; 0.000;-0.000020; 0.001402; 1137
 1.138; 0.000;-0.000022; 0.001402; 1138
 1.139; 0.000;-0.000023; 0.001402; 1139
 1.140; 0.000;-0.000025; 0.001402; 1140
 1.141; 0.000;-0.000026; 0.001402; 1141
 1.142; 0.000;-0.000027; 0.001402; 1142
 1.143; 0.000;-0.000029; 0.001402; 1143
 1.144; 0.000;-0.000030; 0.001402; 1144
 1.145; 0.000;-0.000032; 0.001402; 1145
 1.146; 0.000;-0.000033; 0.001402; 1146
 1.147; 0.000;-0.000034; 0.001401; 1147
 1.148; 0.000;-0.000036; 0.001401; 1148
 1.149; 0.000;-0.000037; 0.001401; 1149
 1.150; 0.000;-0.000039; 0.001401; 1150
 1.151; 0.000;-0.000040; 0.001401; 1151
 1.152; 0.000;-0.000041; 0.001401; 1152
 1.153; 0.000;-0.000043; 0.001401; 1153
 1.154; 0.000;-0.000044; 0.001401; 1154
 1.155; 0.000;-0.000046; 0.001401; 1155
 1.156; 0.000;-0.000047; 0.001401; 1156
 1.157; 0.000;-0.000048; 0.001401; 1157
 1.158; 0.000;-0.000050; 0.001401; 1158
 1.159; 0.000;-0.000051; 0.001400; 1159
 1.160; 0.000;-0.000053; 0.001400; 1160
 1.161; 0.000;-0.000054; 0.001400; 1161
 1.162; 0.000;-0.000055; 0.001400; 1162
 1.163; 0.000;-0.000057; 0.001400; 1163
 1.164; 0.000;-0.000058; 0.001400; 1164
 1.165; 0.000;-0.000060; 0.001400; 1165
 1.166; 0.000;-0.000061; 0.001400; 1166
 1.167; 0.000;-0.000062; 0.001400; 1167
 1.168; 0.000;-0.000064; 0.001399; 1168
 1.169; 0.000;-0.000065; 0.001399; 1169
 1.170; 0.000;-0.000067; 0.001399; 1170
 1.171; 0.000;-0.000068; 0.001399; 1171
 1.172; 0.000;-0.000069; 0.001399; 1172
 1.173; 0.000;-0.000071; 0.001399; 1173
 1.174; 0.000;-0.000072; 0.001399; 1174
 1.175; 0.000;-0.000074; 0.001399; 1175
 1.176; 0.000;-0.000075; 0.001398; 1176
 1.177; 0.000;-0.000076; 0.001398; 1177
 1.178; 0.000;-0.000078; 0.001398; 1178
 1.179; 0.000;-0.000079; 0.001398; 1179
 1.180; 0.000;-0.000081; 0.001398; 1180
 1.181; 0.000;-0.000082; 0.001398; 1181
 1.182; 0.000;-0.000083; 0.001397; 1182
 1.183; 0.000;-0.000085; 0.001397; 1183
 1.184; 0.000;-0.000086; 0.001397; 1184
 1.185; 0.000;-0.000088; 0.001397; 1185
 1.186; 0.000;-0.000089; 0.001397; 1186
 1.187; 0.000;-0.000090; 0.001397; 1187
 1.188; 0.000;-0.000092; 0.001396; 1188
 1.189; 0.000;-0.000093; 0.001396; 1189
 1.190; 0.000;-0.000095; 0.001396; 1190
 1.191; 0.000;-0.000096; 0.001396; 1191
 1.192; 0.000;-0.000097; 0.001396; 1192
 1.193; 0.000;-0.000099; 0.001396; 1193
 1.194; 0.000;-0.000100; 0.001395; 1194
 1.195; 0.000;-0.000102; 0.001395; 1195
 1.196; 0.000;-0.000103; 0.001395; 1196
 1.197; 0.000;-0.000104; 0.001395; 1197
 1.198; 0.000;-0.000106; 0.001395; 1198
 1.199; 0.000;-0.000107; 0.001394; 1199
 1.200; 0.000;-0.000109; 0.001394; 1200
 1.201; 0.000;-0.000110; 0.001394; 1201
 1.202; 0.000;-0.000111; 0.001394; 1202
 1.203; 0.000;-0.000113; 0.001393; 1203
 1.204; 0.000;-0.000114; 0.001393; 1204
 1.205; 0.000;-0.000116; 0.001393; 1205
 1.206; 0.000;-0.000117; 0.001393; 1206
 1.207; 0.000;-0.000118; 0.001393; 1207
 1.208; 0.000;-0.000120; 0.001392; 1208
 1.209; 0.000;-0.000121; 0.001392; 1209
 1.210; 0.000;-0.000123; 0.001392; 1210
 1.211; 0.000;-0.000124; 0.001392; 1211
 1.212; 0.000;-0.000125; 0.001391; 1212
 1.213; 0.000;-0.000127; 0.001391; 1213
 1.214; 0.000;-0.000128; 0.001391; 1214
 1.215; 0.000;-0.000129; 0.001391; 1215
 1.216; 0.000;-0.000131; 0.001390; 1216
 1.217; 0.000;-0.000132; 0.001390; 1217
 1.218; 0.000;-0.000134; 0.001390; 1218
 1.219; 0.000;-0.000135; 0.001390; 1219
 1.220; 0.000;-0.000136; 0.001389; 1220
 1.221; 0.000;-0.000138; 0.001389; 1221
 1.222; 0.000;-0.000139; 0.001389; 1222
 1.223; 0.000;-0.000141; 0.001389; 1223
 1.224; 0.000;-0.000142; 0.001388; 1224
 1.225; 0.000;-0.000143; 0.001388; 1225
 1.226; 0.000;-0.000145; 0.001388; 1226
 1.227; 0.000;-0.000146; 0.001387; 1227
 1.228; 0.000;-0.000148; 0.001387; 1228
 1.229; 0.000;-0.000149; 0.001387; 1229
 1.230; 0.000;-0.000150; 0.001387; 1230
 1.231; 0.000;-0.000152; 0.001386; 1231
 1.232; 0.000;-0.000153; 0.001386; 1232
 1.233; 0.000;-0.000154; 0.001386; 1233
 1.234; 0.000;-0.000156; 0.001385; 1234
 1.235; 0.000;-0.000157; 0.001385; 1235
 1.236; 0.000;-0.000159; 0.001385; 1236
 1.237; 0.000;-0.000160; 0.001384; 1237
 1.238; 0.000;-0.000161; 0.001384; 1238
 1.239; 0.000;-0.000163; 0.001384; 1239
 1.240; 0.000;-0.000164; 0.001383; 1240
 1.241; 0.000;-0.000166; 0.001383; 1241
 1.242; 0.000;-0.000167; 0.001383; 1242
 1.243; 0.000;-0.000168; 0.001382; 1243
 1.244; 0.000;-0.000170; 0.001382; 1244
 1.245; 0.000;-0.000171; 0.001382; 1245
 1.246; 0.000;-0.000172; 0.001381; 1246
 1.247; 0.000;-0.000174; 0.001381; 1247
 1.248; 0.000;-0.000175; 0.001381; 1248
 1.249; 0.000;-0.000177; 0.001380; 1249
 1.250; 0.000;-0.000178; 0.001380; 1250
 1.251; 0.000;-0.000179; 0.001380; 1251
 1.252; 0.000;-0.000181; 0.001379; 1252
 1.253; 0.000;-0.000182; 0.001379; 1253
 1.254; 0.000;-0.000183; 0.001379; 1254
 1.255; 0.000;-0.000185; 0.001378; 1255
 1.256; 0.000;-0.000186; 0.001378; 1256
 1.257; 0.000;-0.000188; 0.001378; 1257
 1.258; 0.000;-0.000189; 0.001377; 1258
 1.259; 0.000;-0.000190; 0.001377; 1259
 1.260; 0.000;-0.000192; 0.001376; 1260
 1.261; 0.000;-0.000193; 0.001376; 1261
 1.262; 0.000;-0.000195; 0.001376; 1262
 1.263; 0.000;-0.000196; 0.001375; 1263
 1.264; 0.000;-0.000197; 0.001375; 1264
 1.265; 0.000;-0.000199; 0.001375; 1265
 1.266; 0.000;-0.000200; 0.001374; 1266
 1.267; 0.000;-0.000201; 0.001374; 1267
 1.268; 0.000;-0.000203; 0.001373; 1268
 1.269; 0.000;-0.000204; 0.001373; 1269
 1.270; 0.000;-0.000205; 0.001373; 1270
 1.271; 0.000;-0.000207; 0.001372; 1271
 1.272; 0.000;-0.000208; 0.001372; 1272
 1.273; 0.000;-0.000210; 0.001371; 1273
 1.274; 0.000;-0.000211; 0.001371; 1274
 1.275; 0.000;-0.000212; 0.001371; 1275
 1.276; 0.000;-0.000214; 0.001370; 1276
 1.277; 0.000;-0.000215; 0.001370; 1277
 1.278; 0.000;-0.000216; 0.001369; 1278
 1.279; 0.000;-0.000218; 0.001369; 1279
 1.280; 0.000;-0.000219; 0.001368; 1280
 1.281; 0.000;-0.000221; 0.001368; 1281
 1.282; 0.000;-0.000222; 0.001368; 1282
 1.283; 0.000;-0.000223; 0.001367; 1283
 1.284; 0.000;-0.000225; 0.001367; 1284
 1.285; 0.000;-0.000226; 0.001366; 1285
 1.286; 0.000;-0.000227; 0.001366; 1286
 1.287; 0.000;-0.000229; 0.001365; 1287
 1.288; 0.000;-0.000230; 0.001365; 1288
 1.289; 0.000;-0.000232; 0.001364; 1289
 1.290; 0.000;-0.000233; 0.001364; 1290
 1.291; 0.000;-0.000234; 0.001364; 1291
 1.292; 0.000;-0.000236; 0.001363; 1292
 1.293; 0.000;-0.000237; 0.001363; 1293
 1.294; 0.000;-0.000238; 0.001362; 1294
 1.295; 0.000;-0.000240; 0.001362; 1295
 1.296; 0.000;-0.000241; 0.001361; 1296
 1.297; 0.000;-0.000242; 0.001361; 1297
 1.298; 0.000;-0.000244; 0.001360; 1298
 1.299; 0.000;-0.000245; 0.001360; 1299
 1.300; 0.000;-0.000246; 0.001359; 1300
 1.301; 0.000;-0.000248; 0.001359; 1301
 1.302; 0.000;-0.000249; 0.001358; 1302
 1.303; 0.000;-0.000251; 0.001358; 1303
 1.304; 0.000;-0.000252; 0.001357; 1304
 1.305; 0.000;-0.000253; 0.001357; 1305
 1.306; 0.000;-0.000255; 0.001356; 1306
 1.307; 0.000;-0.000256; 0.001356; 1307
 1.308; 0.000;-0.000257; 0.001355; 1308
 1.309; 0.000;-0.000259; 0.001355; 1309
 1.310; 0.000;-0.000260; 0.001354; 1310
 1.311; 0.000;-0.000261; 0.001354; 1311
 1.312; 0.000;-0.000263; 0.001353; 1312
 1.313; 0.000;-0.000264; 0.001353; 1313
 1.314; 0.000;-0.000265; 0.001352; 1314
 1.315; 0.000;-0.000267; 0.001352; 1315
 1.316; 0.000;-0.000268; 0.001351; 1316
 1.317; 0.000;-0.000270; 0.001351; 1317
 1.318; 0.000;-0.000271; 0.001350; 1318
 1.319; 0.000;-0.000272; 0.001350; 1319
 1.320; 0.000;-0.000274; 0.001349; 1320
 1.321; 0.000;-0.000275; 0.001349; 1321
 1.322; 0.000;-0.000276; 0.001348; 1322
 1.323; 0.000;-0.000278; 0.001348; 1323
 1.324; 0.000;-0.000279; 0.001347; 1324
 1.325; 0.000;-0.000280; 0.001346; 1325
 1.326; 0.000;-0.000282; 0.001346; 1326
 1.327; 0.000;-0.000283; 0.001345; 1327
 1.328; 0.000;-0.000284; 0.001345; 1328
 1.329; 0.000;-0.000286; 0.001344; 1329
 1.330; 0.000;-0.000287; 0.001344; 1330
 1.331; 0.000;-0.000288; 0.001343; 1331
 1.332; 0.000;-0.000290; 0.001343; 1332
 1.333; 0.000;-0.000291; 0.001342; 1333
 1.334; 0.000;-0.000292; 0.001341; 1334
 1.335; 0.000;-0.000294; 0.001341; 1335
 1.336; 0.000;-0.000295; 0.001340; 1336
 1.337; 0.000;-0.000296; 0.001340; 1337
 1.338; 0.000;-0.000298; 0.001339; 1338
 1.339; 0.000;-0.000299; 0.001339; 1339
 1.340; 0.000;-0.000300; 0.001338; 1340
 1.341; 0.000;-0.000302; 0.001337; 1341
 1.342; 0.000;-0.000303; 0.001337; 1342
 1.343; 0.000;-0.000304; 0.001336; 1343
 1.344; 0.000;-0.000306; 0.001336; 1344
 1.345; 0.000;-0.000307; 0.001335; 1345
 1.346; 0.000;-0.000308; 0.001334; 1346
 1.347; 0.000;-0.000310; 0.001334; 1347
 1.348; 0.000;-0.000311; 0.001333; 1348
 1.349; 0.000;-0.000312; 0.001333; 1349
 1.350; 0.000;-0.000314; 0.001332; 1350
 1.351; 0.000;-0.000315; 0.001331; 1351
 1.352; 0.000;-0.000316; 0.001331; 1352
 1.353; 0.000;-0.000318; 0.001330; 1353
 1.354; 0.000;-0.000319; 0.001329; 1354
 1.355; 0.000;-0.000320; 0.001329; 1355
 1.356; 0.000;-0.000322; 0.001328; 1356
 1.357; 0.000;-0.000323; 0.001328; 1357
 1.358; 0.000;-0.000324; 0.001327; 1358
 1.359; 0.000;-0.000326; 0.001326; 1359
 1.360; 0.000;-0.000327; 0.001326; 1360
 1.361; 0.000;-0.000328; 0.001325; 1361
 1.362; 0.000;-0.000330; 0.001324; 1362
 1.363; 0.000;-0.000331; 0.001324; 1363
 1.364; 0.000;-0.000332; 0.001323; 1364
 1.365; 0.000;-0.000334; 0.001322; 1365
 1.366; 0.000;-0.000335; 0.001322; 1366
 1.367; 0.000;-0.000336; 0.001321; 1367
 1.368; 0.000;-0.000338; 0.001320; 1368
 1.369; 0.000;-0.000339; 0.001320; 1369
 1.370; 0.000;-0.000340; 0.001319; 1370
 1.371; 0.000;-0.000342; 0.001318; 1371
 1.372; 0.000;-0.000343; 0.001318; 1372
 1.373; 0.000;-0.000344; 0.001317; 1373
 1.374; 0.000;-0.000346; 0.001316; 1374
 1.375; 0.000;-0.000347; 0.001316; 1375
 1.376; 0.000;-0.000348; 0.001315; 1376
 1.377; 0.000;-0.000350; 0.001314; 1377
 1.378; 0.000;-0.000351; 0.001314; 1378
 1.379; 0.000;-0.000352; 0.001313; 1379
 1.380; 0.000;-0.000353; 0.001312; 1380
 1.381; 0.000;-0.000355; 0.001312; 1381
 1.382; 0.000;-0.000356; 0.001311; 1382
 1.383; 0.000;-0.000357; 0.001310; 1383
 1.384; 0.000;-0.000359; 0.001310; 1384
 1.385; 0.000;-0.000360; 0.001309; 1385
 1.386; 0.000;-0.000361; 0.001308; 1386
 1.387; 0.000;-0.000363; 0.001307; 1387
 1.388; 0.000;-0.000364; 0.001307; 1388
 1.389; 0.000;-0.000365; 0.001306; 1389
 1.390; 0.000;-0.000367; 0.001305; 1390
 1.391; 0.000;-0.000368; 0.001305; 1391
 1.392; 0.000;-0.000369; 0.001304; 1392
 1.393; 0.000;-0.000370; 0.001303; 1393
 1.394; 0.000;-0.000372; 0.001302; 1394
 1.395; 0.000;-0.000373; 0.001302; 1395
 1.396; 0.000;-0.000374; 0.001301; 1396
 1.397; 0.000;-0.000376; 0.001300; 1397
 1.398; 0.000;-0.000377; 0.001299; 1398
 1.399; 0.000;-0.000378; 0.001299; 1399
 1.400; 0.000;-0.000380; 0.001298; 1400
 1.401; 0.000;-0.000381; 0.001297; 1401
 1.402; 0.000;-0.000382; 0.001296; 1402
 1.403; 0.000;-0.000383; 0.001296; 1403
 1.404; 0.000;-0.000385; 0.001295; 1404
 1.405; 0.000;-0.000386; 0.001294; 1405
 1.406; 0.000;-0.000387; 0.001293; 1406
 1.407; 0.000;-0.000389; 0.001293; 1407
 1.408; 0.000;-0.000390; 0.001292; 1408
 1.409; 0.000;-0.000391; 0.001291; 1409
 1.410; 0.000;-0.000393; 0.001290; 1410
 1.411; 0.000;-0.000394; 0.001290; 1411
 1.412; 0.000;-0.000395; 0.001289; 1412
 1.413; 0.000;-0.000396; 0.001288; 1413
 1.414; 0.000;-0.000398; 0.001287; 1414
 1.415; 0.000;-0.000399; 0.001287; 1415
 1.416; 0.000;-0.000400; 0.001286; 1416
 1.417; 0.000;-0.000402; 0.001285; 1417
 1.418; 0.000;-0.000403; 0.001284; 1418
 1.419; 0.000;-0.000404; 0.001283; 1419
 1.420; 0.000;-0.000405; 0.001283; 1420
 1.421; 0.000;-0.000407; 0.001282; 1421
 1.422; 0.000;-0.000408; 0.001281; 1422
 1.423; 0.000;-0.000409; 0.001280; 1423
 1.424; 0.000;-0.000411; 0.001279; 1424
 1.425; 0.000;-0.000412; 0.001279; 1425
 1.426; 0.000;-0.000413; 0.001278; 1426
 1.427; 0.000;-0.000414; 0.001277; 1427
 1.428; 0.000;-0.000416; 0.001276; 1428
 1.429; 0.000;-0.000417; 0.001275; 1429
 1.430; 0.000;-0.000418; 0.001275; 1430
 1.431; 0.000;-0.000419; 0.001274; 1431
 1.432; 0.000;-0.000421; 0.001273; 1432
 1.433; 0.000;-0.000422; 0.001272; 1433
 1.434; 0.000;-0.000423; 0.001271; 1434
 1.435; 0.000;-0.000425; 0.001270; 1435
 1.436; 0.000;-0.000426; 0.001270; 1436
 1.437; 0.000;-0.000427; 0.001269; 1437
 1.438; 0.000;-0.000428; 0.001268; 1438
 1.439; 0.000;-0.000430; 0.001267; 1439
 1.440; 0.000;-0.000431; 0.001266; 1440
 1.441; 0.000;-0.000432; 0.001265; 1441
 1.442; 0.000;-0.000433; 0.001264; 1442
 1.443; 0.000;-0.000435; 0.001264; 1443
 1.444; 0.000;-0.000436; 0.001263; 1444
 1.445; 0.000;-0.000437; 0.001262; 1445
 1.446; 0.000;-0.000438; 0.001261; 1446
 1.447; 0.000;-0.000440; 0.001260; 1447
 1.448; 0.000;-0.000441; 0.001259; 1448
 1.449; 0.000;-0.000442; 0.001258; 1449
 1.450; 0.000;-0.000444; 0.001258; 1450
 1.451; 0.000;-0.000445; 0.001257; 1451
 1.452; 0.000;-0.000446; 0.001256; 1452
 1.453; 0.000;-0.000447; 0.001255; 1453
 1.454; 0.000;-0.000449; 0.001254; 1454
 1.455; 0.000;-0.000450; 0.001253; 1455
 1.456; 0.000;-0.000451; 0.001252; 1456
 1.457; 0.000;-0.000452; 0.001251; 1457
 1.458; 0.000;-0.000454; 0.001251; 1458
 1.459; 0.000;-0.000455; 0.001250; 1459
 1.460; 0.000;-0.000456; 0.001249; 1460
 1.461; 0.000;-0.000457; 0.001248; 1461
 1.462; 0.000;-0.000459; 0.001247; 1462
 1.463; 0.000;-0.000460; 0.001246; 1463
 1.464; 0.000;-0.000461; 0.001245; 1464
 1.465; 0.000;-0.000462; 0.001244; 1465
 1.466; 0.000;-0.000464; 0.001243; 1466
 1.467; 0.000;-0.000465; 0.001242; 1467
 1.468; 0.000;-0.000466; 0.001242; 1468
 1.469; 0.000;-0.000467; 0.001241; 1469
 1.470; 0.000;-0.000469; 0.001240; 1470
 1.471; 0.000;-0.000470; 0.001239; 1471
 1.472; 0.000;-0.000471; 0.001238; 1472
 1.473; 0.000;-0.000472; 0.001237; 1473
 1.474; 0.000;-0.000473; 0.001236; 1474
 1.475; 0.000;-0.000475; 0.001235; 1475
 1.476; 0.000;-0.000476; 0.001234; 1476
 1.477; 0.000;-0.000477; 0.001233; 1477
 1.478; 0.000;-0.000478; 0.001232; 1478
 1.479; 0.000;-0.000480; 0.001231; 1479
 1.480; 0.000;-0.000481; 0.001230; 1480
 1.481; 0.000;-0.000482; 0.001230; 1481
 1.482; 0.000;-0.000483; 0.001229; 1482
 1.483; 0.000;-0.000485; 0.001228; 1483
 1.484; 0.000;-0.000486; 0.001227; 1484
 1.485; 0.000;-0.000487; 0.001226; 1485
 1.486; 0.000;-0.000488; 0.001225; 1486
 1.487; 0.000;-0.000489; 0.001224; 1487
 1.488; 0.000;-0.000491; 0.001223; 1488
 1.489; 0.000;-0.000492; 0.001222; 1489
 1.490; 0.000;-0.000493; 0.001221; 1490
 1.491; 0.000;-0.000494; 0.001220; 1491
 1.492; 0.000;-0.000496; 0.001219; 1492
 1.493; 0.000;-0.000497; 0.001218; 1493
 1.494; 0.000;-0.000498; 0.001217; 1494
 1.495; 0.000;-0.000499; 0.001216; 1495
 1.496; 0.000;-0.000500; 0.001215; 1496
 1.497; 0.000;-0.000502; 0.001214; 1497
 1.498; 0.000;-0.000503; 0.001213; 1498
 1.499; 0.000;-0.000504; 0.001212; 1499
 1.500; 0.000;-0.000505; 0.001211; 1500
 1.501; 0.000;-0.000507; 0.001210; 1501
 1.502; 0.000;-0.000508; 0.001209; 1502
 1.503; 0.000;-0.000509; 0.001208; 1503
 1.504; 0.000;-0.000510; 0.001207; 1504
 1.505; 0.000;-0.000511; 0.001206; 1505
 1.506; 0.000;-0.000513; 0.001205; 1506
 1.507; 0.000;-0.000514; 0.001204; 1507
 1.508; 0.000;-0.000515; 0.001203; 1508
 1.509; 0.000;-0.000516; 0.001202; 1509
 1.510; 0.000;-0.000517; 0.001201; 1510
 1.511; 0.000;-0.000519; 0.001200; 1511
 1.512; 0.000;-0.000520; 0.001199; 1512
 1.513; 0.000;-0.000521; 0.001198; 1513
 1.514; 0.000;-0.000522; 0.001197; 1514
 1.515; 0.000;-0.000523; 0.001196; 1515
 1.516; 0.000;-0.000525; 0.001195; 1516
 1.517; 0.000;-0.000526; 0.001194; 1517
 1.518; 0.000;-0.000527; 0.001193; 1518
 1.519; 0.000;-0.000528; 0.001192; 1519
 1.520; 0.000;-0.000529; 0.001191; 1520
 1.521; 0.000;-0.000531; 0.001190; 1521
 1.522; 0.000;-0.000532; 0.001189; 1522
 1.523; 0.000;-0.000533; 0.001188; 1523
 1.524; 0.000;-0.000534; 0.001187; 1524
 1.525; 0.000;-0.000535; 0.001186; 1525
 1.526; 0.000;-0.000536; 0.001185; 1526
 1.527; 0.000;-0.000538; 0.001184; 1527
 1.528; 0.000;-0.000539; 0.001182; 1528
 1.529; 0.000;-0.000540; 0.001181; 1529
 1.530; 0.000;-0.000541; 0.001180; 1530
 1.531; 0.000;-0.000542; 0.001179; 1531
 1.532; 0.000;-0.000544; 0.001178; 1532
 1.533; 0.000;-0.000545; 0.001177; 1533
 1.534; 0.000;-0.000546; 0.001176; 1534
 1.535; 0.000;-0.000547; 0.001175; 1535
 1.536; 0.000;-0.000548; 0.001174; 1536
 1.537; 0.000;-0.000549; 0.001173; 1537
 1.538; 0.000;-0.000551; 0.001172; 1538
 1.539; 0.000;-0.000552; 0.001171; 1539
 1.540; 0.000;-0.000553; 0.001170; 1540
 1.541; 0.000;-0.000554; 0.001169; 1541
 1.542; 0.000;-0.000555; 0.001167; 1542
 1.543; 0.000;-0.000556; 0.001166; 1543
 1.544; 0.000;-0.000558; 0.001165; 1544
 1.545; 0.000;-0.000559; 0.001164; 1545
 1.546; 0.000;-0.000560; 0.001163; 1546
 1.547; 0.000;-0.000561; 0.001162; 1547
 1.548; 0.000;-0.000562; 0.001161; 1548
 1.549; 0.000;-0.000563; 0.001160; 1549
 1.550; 0.000;-0.000565; 0.001159; 1550
 1.551; 0.000;-0.000566; 0.001158; 1551
 1.552; 0.000;-0.000567; 0.001156; 1552
 1.553; 0.000;-0.000568; 0.001155; 1553
 1.554; 0.000;-0.000569; 0.001154; 1554
 1.555; 0.000;-0.000570; 0.001153; 1555
 1.556; 0.000;-0.000572; 0.001152; 1556
 1.557; 0.000;-0.000573; 0.001151; 1557
 1.558; 0.000;-0.000574; 0.001150; 1558
 1.559; 0.000;-0.000575; 0.001149; 1559
 1.560; 0.000;-0.000576; 0.001148; 1560
 1.561; 0.000;-0.000577; 0.001146; 1561
 1.562; 0.000;-0.000578; 0.001145; 1562
 1.563; 0.000;-0.000580; 0.001144; 1563
 1.564; 0.000;-0.000581; 0.001143; 1564
 1.565; 0.000;-0.000582; 0.001142; 1565
 1.566; 0.000;-0.000583; 0.001141; 1566
 1.567; 0.000;-0.000584; 0.001140; 1567
 1.568; 0.000;-0.000585; 0.001138; 1568
 1.569; 0.000;-0.000586; 0.001137; 1569
 1.570; 0.000;-0.000588; 0.001136; 1570
 1.571; 0.000;-0.000589; 0.001135; 1571
 1.572; 0.000;-0.000590; 0.001134; 1572
 1.573; 0.000;-0.000591; 0.001133; 1573
 1.574; 0.000;-0.000592; 0.001131; 1574
 1.575; 0.000;-0.000593; 0.001130; 1575
 1.576; 0.000;-0.000594; 0.001129; 1576
 1.577; 0.000;-0.000595; 0.001128; 1577
 1.578; 0.000;-0.000597; 0.001127; 1578
 1.579; 0.000;-0.000598; 0.001126; 1579
 1.580; 0.000;-0.000599; 0.001124; 1580
 1.581; 0.000;-0.000600; 0.001123; 1581
 1.582; 0.000;-0.000601; 0.001122; 1582
 1.583; 0.000;-0.000602; 0.001121; 1583
 1.584; 0.000;-0.000603; 0.001120; 1584
 1.585; 0.000;-0.000604; 0.001119; 1585
 1.586; 0.000;-0.000606; 0.001117; 1586
 1.587; 0.000;-0.000607; 0.001116; 1587
 1.588; 0.000;-0.000608; 0.001115; 1588
 1.589; 0.000;-0.000609; 0.001114; 1589
 1.590; 0.000;-0.000610; 0.001113; 1590
 1.591; 0.000;-0.000611; 0.001111; 1591
 1.592; 0.000;-0.000612; 0.001110; 1592
 1.593; 0.000;-0.000613; 0.001109; 1593
 1.594; 0.000;-0.000615; 0.001108; 1594
 1.595; 0.000;-0.000616; 0.001107; 1595
 1.596; 0.000;-0.000617; 0.001105; 1596
 1.597; 0.000;-0.000618; 0.001104; 1597
 1.598; 0.000;-0.000619; 0.001103; 1598
 1.599; 0.000;-0.000620; 0.001102; 1599
 1.600; 0.000;-0.000621; 0.001101; 1600
 1.601; 0.000;-0.000622; 0.001099; 1601
 1.602; 0.000;-0.000623; 0.001098; 1602
 1.603; 0.000;-0.000624; 0.001097; 1603
 1.604; 0.000;-0.000626; 0.001096; 1604
 1.605; 0.000;-0.000627; 0.001094; 1605
 1.606; 0.000;-0.000628; 0.001093; 1606
 1.607; 0.000;-0.000629; 0.001092; 1607
 1.608; 0.000;-0.000630; 0.001091; 1608
 1.609; 0.000;-0.000631; 0.001090; 1609
 1.610; 0.000;-0.000632; 0.001088; 1610
 1.611; 0.000;-0.000633; 0.001087; 1611
 1.612; 0.000;-0.000634; 0.001086; 1612
 1.613; 0.000;-0.000635; 0.001085; 1613
 1.614; 0.000;-0.000636; 0.001083; 1614
 1.615; 0.000;-0.000638; 0.001082; 1615
 1.616; 0.000;-0.000639; 0.001081; 1616
 1.617; 0.000;-0.000640; 0.001080; 1617
 1.618; 0.000;-0.000641; 0.001078; 1618
 1.619; 0.000;-0.000642; 0.001077; 1619
 1.620; 0.000;-0.000643; 0.001076; 1620
 1.621; 0.000;-0.000644; 0.001075; 1621
 1.622; 0.000;-0.000645; 0.001073; 1622
 1.623; 0.000;-0.000646; 0.001072; 1623
 1.624; 0.000;-0.000647; 0.001071; 1624
 1.625; 0.000;-0.000648; 0.001069; 1625
 1.626; 0.000;-0.000649; 0.001068; 1626
 1.627; 0.000;-0.000650; 0.001067; 1627
 1.628; 0.000;-0.000651; 0.001066; 1628
 1.629; 0.000;-0.000653; 0.001064; 1629
 1.630; 0.000;-0.000654; 0.001063; 1630
 1.631; 0.000;-0.000655; 0.001062; 1631
 1.632; 0.000;-0.000656; 0.001060; 1632
 1.633; 0.000;-0.000657; 0.001059; 1633
 1.634; 0.000;-0.000658; 0.001058; 1634
 1.635; 0.000;-0.000659; 0.001057; 1635
 1.636; 0.000;-0.000660; 0.001055; 1636
 1.637; 0.000;-0.000661; 0.001054; 1637
 1.638; 0.000;-0.000662; 0.001053; 1638
 1.639; 0.000;-0.000663; 0.001051; 1639
 1.640; 0.000;-0.000664; 0.001050; 1640
 1.641; 0.000;-0.000665; 0.001049; 1641
 1.642; 0.000;-0.000666; 0.001048; 1642
 1.643; 0.000;-0.000667; 0.001046; 1643
 1.644; 0.000;-0.000668; 0.001045; 1644
 1.645; 0.000;-0.000669; 0.001044; 1645
 1.646; 0.000;-0.000670; 0.001042; 1646
 1.647; 0.000;-0.000672; 0.001041; 1647
 1.648; 0.000;-0.000673; 0.001040; 1648
