t;vs
 2.068; 0.115; 2068
 2.069; 0.115; 2069
 2.070; 0.115; 2070
 2.071; 0.115; 2071
 2.072; 0.115; 2072
 2.073; 0.115; 2073
 2.074; 0.115; 2074
 2.075; 0.115; 2075
 2.076; 0.115; 2076
 2.077; 0.116; 2077
 2.078; 0.116; 2078
 2.079; 0.116; 2079
 2.080; 0.116; 2080
 2.081; 0.116; 2081
 2.082; 0.116; 2082
 2.083; 0.116; 2083
 2.084; 0.116; 2084
 2.085; 0.116; 2085
 2.086; 0.116; 2086
 2.087; 0.116; 2087
 2.088; 0.116; 2088
 2.089; 0.116; 2089
 2.090; 0.116; 2090
 2.091; 0.116; 2091
 2.092; 0.116; 2092
 2.093; 0.116; 2093
 2.094; 0.116; 2094
 2.095; 0.117; 2095
 2.096; 0.117; 2096
 2.097; 0.117; 2097
 2.098; 0.117; 2098
 2.099; 0.117; 2099
 2.100; 0.117; 2100
 2.101; 0.117; 2101
 2.102; 0.117; 2102
 2.103; 0.117; 2103
 2.104; 0.117; 2104
 2.105; 0.117; 2105
 2.106; 0.117; 2106
 2.107; 0.117; 2107
 2.108; 0.117; 2108
 2.109; 0.117; 2109
 2.110; 0.117; 2110
 2.111; 0.117; 2111
 2.112; 0.117; 2112
 2.113; 0.118; 2113
 2.114; 0.118; 2114
 2.115; 0.118; 2115
 2.116; 0.118; 2116
 2.117; 0.118; 2117
 2.118; 0.118; 2118
 2.119; 0.118; 2119
 2.120; 0.118; 2120
 2.121; 0.118; 2121
 2.122; 0.118; 2122
 2.123; 0.118; 2123
 2.124; 0.118; 2124
 2.125; 0.118; 2125
 2.126; 0.118; 2126
 2.127; 0.118; 2127
 2.128; 0.118; 2128
 2.129; 0.118; 2129
 2.130; 0.118; 2130
 2.131; 0.119; 2131
 2.132; 0.119; 2132
 2.133; 0.119; 2133
 2.134; 0.119; 2134
 2.135; 0.119; 2135
 2.136; 0.119; 2136
 2.137; 0.119; 2137
 2.138; 0.119; 2138
 2.139; 0.119; 2139
 2.140; 0.119; 2140
 2.141; 0.119; 2141
 2.142; 0.119; 2142
 2.143; 0.119; 2143
 2.144; 0.119; 2144
 2.145; 0.119; 2145
 2.146; 0.119; 2146
 2.147; 0.119; 2147
 2.148; 0.119; 2148
 2.149; 0.120; 2149
 2.150; 0.120; 2150
 2.151; 0.120; 2151
 2.152; 0.120; 2152
 2.153; 0.120; 2153
 2.154; 0.120; 2154
 2.155; 0.120; 2155
 2.156; 0.120; 2156
 2.157; 0.120; 2157
 2.158; 0.120; 2158
 2.159; 0.120; 2159
 2.160; 0.120; 2160
 2.161; 0.120; 2161
 2.162; 0.120; 2162
 2.163; 0.120; 2163
 2.164; 0.120; 2164
 2.165; 0.120; 2165
 2.166; 0.120; 2166
 2.167; 0.121; 2167
 2.168; 0.121; 2168
 2.169; 0.121; 2169
 2.170; 0.121; 2170
 2.171; 0.121; 2171
 2.172; 0.121; 2172
 2.173; 0.121; 2173
 2.174; 0.121; 2174
 2.175; 0.121; 2175
 2.176; 0.121; 2176
 2.177; 0.121; 2177
 2.178; 0.121; 2178
 2.179; 0.121; 2179
 2.180; 0.121; 2180
 2.181; 0.121; 2181
 2.182; 0.121; 2182
 2.183; 0.121; 2183
 2.184; 0.121; 2184
 2.185; 0.122; 2185
 2.186; 0.122; 2186
 2.187; 0.122; 2187
 2.188; 0.122; 2188
 2.189; 0.122; 2189
 2.190; 0.122; 2190
 2.191; 0.122; 2191
 2.192; 0.122; 2192
 2.193; 0.122; 2193
 2.194; 0.122; 2194
 2.195; 0.122; 2195
 2.196; 0.122; 2196
 2.197; 0.122; 2197
 2.198; 0.122; 2198
 2.199; 0.122; 2199
 2.200; 0.122; 2200
 2.201; 0.122; 2201
 2.202; 0.122; 2202
 2.203; 0.123; 2203
 2.204; 0.123; 2204
 2.205; 0.123; 2205
 2.206; 0.123; 2206
 2.207; 0.123; 2207
 2.208; 0.123; 2208
 2.209; 0.123; 2209
 2.210; 0.123; 2210
 2.211; 0.123; 2211
 2.212; 0.123; 2212
 2.213; 0.123; 2213
 2.214; 0.123; 2214
 2.215; 0.123; 2215
 2.216; 0.123; 2216
 2.217; 0.123; 2217
 2.218; 0.123; 2218
 2.219; 0.123; 2219
 2.220; 0.123; 2220
 2.221; 0.124; 2221
 2.222; 0.124; 2222
 2.223; 0.124; 2223
 2.224; 0.124; 2224
 2.225; 0.124; 2225
 2.226; 0.124; 2226
 2.227; 0.124; 2227
 2.228; 0.124; 2228
 2.229; 0.124; 2229
 2.230; 0.124; 2230
 2.231; 0.124; 2231
 2.232; 0.124; 2232
 2.233; 0.124; 2233
 2.234; 0.124; 2234
 2.235; 0.124; 2235
 2.236; 0.124; 2236
 2.237; 0.124; 2237
 2.238; 0.124; 2238
 2.239; 0.125; 2239
 2.240; 0.125; 2240
 2.241; 0.125; 2241
 2.242; 0.125; 2242
 2.243; 0.125; 2243
 2.244; 0.125; 2244
 2.245; 0.125; 2245
 2.246; 0.125; 2246
 2.247; 0.125; 2247
 2.248; 0.125; 2248
 2.249; 0.125; 2249
 2.250; 0.125; 2250
 2.251; 0.125; 2251
 2.252; 0.125; 2252
 2.253; 0.125; 2253
 2.254; 0.125; 2254
 2.255; 0.125; 2255
 2.256; 0.125; 2256
 2.257; 0.126; 2257
 2.258; 0.126; 2258
 2.259; 0.126; 2259
 2.260; 0.126; 2260
 2.261; 0.126; 2261
 2.262; 0.126; 2262
 2.263; 0.126; 2263
 2.264; 0.126; 2264
 2.265; 0.126; 2265
 2.266; 0.126; 2266
 2.267; 0.126; 2267
 2.268; 0.126; 2268
 2.269; 0.126; 2269
 2.270; 0.126; 2270
 2.271; 0.126; 2271
 2.272; 0.126; 2272
 2.273; 0.126; 2273
 2.274; 0.126; 2274
 2.275; 0.127; 2275
 2.276; 0.127; 2276
 2.277; 0.127; 2277
 2.278; 0.127; 2278
 2.279; 0.127; 2279
 2.280; 0.127; 2280
 2.281; 0.127; 2281
 2.282; 0.127; 2282
 2.283; 0.127; 2283
 2.284; 0.127; 2284
 2.285; 0.127; 2285
 2.286; 0.127; 2286
 2.287; 0.127; 2287
 2.288; 0.127; 2288
 2.289; 0.127; 2289
 2.290; 0.127; 2290
 2.291; 0.127; 2291
 2.292; 0.127; 2292
 2.293; 0.128; 2293
 2.294; 0.128; 2294
 2.295; 0.128; 2295
 2.296; 0.128; 2296
 2.297; 0.128; 2297
 2.298; 0.128; 2298
 2.299; 0.128; 2299
 2.300; 0.128; 2300
 2.301; 0.128; 2301
 2.302; 0.128; 2302
 2.303; 0.128; 2303
 2.304; 0.128; 2304
 2.305; 0.128; 2305
 2.306; 0.128; 2306
 2.307; 0.128; 2307
 2.308; 0.128; 2308
 2.309; 0.128; 2309
 2.310; 0.128; 2310
 2.311; 0.129; 2311
 2.312; 0.129; 2312
 2.313; 0.129; 2313
 2.314; 0.129; 2314
 2.315; 0.129; 2315
 2.316; 0.129; 2316
 2.317; 0.129; 2317
 2.318; 0.129; 2318
 2.319; 0.129; 2319
 2.320; 0.129; 2320
 2.321; 0.129; 2321
 2.322; 0.129; 2322
 2.323; 0.129; 2323
 2.324; 0.129; 2324
 2.325; 0.129; 2325
 2.326; 0.129; 2326
 2.327; 0.129; 2327
 2.328; 0.129; 2328
 2.329; 0.130; 2329
 2.330; 0.130; 2330
 2.331; 0.130; 2331
 2.332; 0.130; 2332
 2.333; 0.130; 2333
 2.334; 0.130; 2334
 2.335; 0.130; 2335
 2.336; 0.130; 2336
 2.337; 0.130; 2337
 2.338; 0.130; 2338
 2.339; 0.130; 2339
 2.340; 0.130; 2340
 2.341; 0.130; 2341
 2.342; 0.130; 2342
 2.343; 0.130; 2343
 2.344; 0.130; 2344
 2.345; 0.130; 2345
 2.346; 0.130; 2346
 2.347; 0.131; 2347
 2.348; 0.131; 2348
 2.349; 0.131; 2349
 2.350; 0.131; 2350
 2.351; 0.131; 2351
 2.352; 0.131; 2352
 2.353; 0.131; 2353
 2.354; 0.131; 2354
 2.355; 0.131; 2355
 2.356; 0.131; 2356
 2.357; 0.131; 2357
 2.358; 0.131; 2358
 2.359; 0.131; 2359
 2.360; 0.131; 2360
 2.361; 0.131; 2361
 2.362; 0.131; 2362
 2.363; 0.131; 2363
 2.364; 0.131; 2364
 2.365; 0.132; 2365
 2.366; 0.132; 2366
 2.367; 0.132; 2367
 2.368; 0.132; 2368
 2.369; 0.132; 2369
 2.370; 0.132; 2370
 2.371; 0.132; 2371
 2.372; 0.132; 2372
 2.373; 0.132; 2373
 2.374; 0.132; 2374
 2.375; 0.132; 2375
 2.376; 0.132; 2376
 2.377; 0.132; 2377
 2.378; 0.132; 2378
 2.379; 0.132; 2379
 2.380; 0.132; 2380
 2.381; 0.132; 2381
 2.382; 0.132; 2382
 2.383; 0.133; 2383
 2.384; 0.133; 2384
 2.385; 0.133; 2385
 2.386; 0.133; 2386
 2.387; 0.133; 2387
 2.388; 0.133; 2388
 2.389; 0.133; 2389
 2.390; 0.133; 2390
 2.391; 0.133; 2391
 2.392; 0.133; 2392
 2.393; 0.133; 2393
 2.394; 0.133; 2394
 2.395; 0.133; 2395
 2.396; 0.133; 2396
 2.397; 0.133; 2397
 2.398; 0.133; 2398
 2.399; 0.133; 2399
 2.400; 0.133; 2400
 2.401; 0.134; 2401
 2.402; 0.134; 2402
 2.403; 0.134; 2403
 2.404; 0.134; 2404
 2.405; 0.134; 2405
 2.406; 0.134; 2406
 2.407; 0.134; 2407
 2.408; 0.134; 2408
 2.409; 0.134; 2409
 2.410; 0.134; 2410
 2.411; 0.134; 2411
 2.412; 0.134; 2412
 2.413; 0.134; 2413
 2.414; 0.134; 2414
 2.415; 0.134; 2415
 2.416; 0.134; 2416
 2.417; 0.134; 2417
 2.418; 0.134; 2418
 2.419; 0.135; 2419
 2.420; 0.135; 2420
 2.421; 0.135; 2421
 2.422; 0.135; 2422
 2.423; 0.135; 2423
 2.424; 0.135; 2424
 2.425; 0.135; 2425
 2.426; 0.135; 2426
 2.427; 0.135; 2427
 2.428; 0.135; 2428
 2.429; 0.135; 2429
 2.430; 0.135; 2430
 2.431; 0.135; 2431
 2.432; 0.135; 2432
 2.433; 0.135; 2433
 2.434; 0.135; 2434
 2.435; 0.135; 2435
 2.436; 0.135; 2436
 2.437; 0.136; 2437
 2.438; 0.136; 2438
 2.439; 0.136; 2439
 2.440; 0.136; 2440
 2.441; 0.136; 2441
 2.442; 0.136; 2442
 2.443; 0.136; 2443
 2.444; 0.136; 2444
 2.445; 0.136; 2445
 2.446; 0.136; 2446
 2.447; 0.136; 2447
 2.448; 0.136; 2448
 2.449; 0.136; 2449
 2.450; 0.136; 2450
 2.451; 0.136; 2451
 2.452; 0.136; 2452
 2.453; 0.136; 2453
 2.454; 0.136; 2454
 2.455; 0.137; 2455
 2.456; 0.137; 2456
 2.457; 0.137; 2457
 2.458; 0.137; 2458
 2.459; 0.137; 2459
 2.460; 0.137; 2460
 2.461; 0.137; 2461
 2.462; 0.137; 2462
 2.463; 0.137; 2463
 2.464; 0.137; 2464
 2.465; 0.137; 2465
 2.466; 0.137; 2466
 2.467; 0.137; 2467
 2.468; 0.137; 2468
 2.469; 0.137; 2469
 2.470; 0.137; 2470
 2.471; 0.137; 2471
 2.472; 0.137; 2472
 2.473; 0.138; 2473
 2.474; 0.138; 2474
 2.475; 0.138; 2475
 2.476; 0.138; 2476
 2.477; 0.138; 2477
 2.478; 0.138; 2478
 2.479; 0.138; 2479
 2.480; 0.138; 2480
 2.481; 0.138; 2481
 2.482; 0.138; 2482
 2.483; 0.138; 2483
 2.484; 0.138; 2484
 2.485; 0.138; 2485
 2.486; 0.138; 2486
 2.487; 0.138; 2487
 2.488; 0.138; 2488
 2.489; 0.138; 2489
 2.490; 0.138; 2490
 2.491; 0.139; 2491
 2.492; 0.139; 2492
 2.493; 0.139; 2493
 2.494; 0.139; 2494
 2.495; 0.139; 2495
 2.496; 0.139; 2496
 2.497; 0.139; 2497
 2.498; 0.139; 2498
 2.499; 0.139; 2499
 2.500; 0.139; 2500
 2.501; 0.139; 2501
 2.502; 0.139; 2502
 2.503; 0.139; 2503
 2.504; 0.139; 2504
 2.505; 0.139; 2505
 2.506; 0.139; 2506
 2.507; 0.139; 2507
 2.508; 0.139; 2508
 2.509; 0.140; 2509
 2.510; 0.140; 2510
 2.511; 0.140; 2511
 2.512; 0.140; 2512
 2.513; 0.140; 2513
 2.514; 0.140; 2514
 2.515; 0.140; 2515
 2.516; 0.140; 2516
 2.517; 0.140; 2517
 2.518; 0.140; 2518
 2.519; 0.140; 2519
 2.520; 0.140; 2520
 2.521; 0.140; 2521
 2.522; 0.140; 2522
 2.523; 0.140; 2523
 2.524; 0.140; 2524
 2.525; 0.140; 2525
 2.526; 0.140; 2526
 2.527; 0.141; 2527
 2.528; 0.141; 2528
 2.529; 0.141; 2529
 2.530; 0.141; 2530
 2.531; 0.141; 2531
 2.532; 0.141; 2532
 2.533; 0.141; 2533
 2.534; 0.141; 2534
 2.535; 0.141; 2535
 2.536; 0.141; 2536
 2.537; 0.141; 2537
 2.538; 0.141; 2538
 2.539; 0.141; 2539
 2.540; 0.141; 2540
 2.541; 0.141; 2541
 2.542; 0.141; 2542
 2.543; 0.141; 2543
 2.544; 0.141; 2544
 2.545; 0.142; 2545
 2.546; 0.142; 2546
 2.547; 0.142; 2547
 2.548; 0.142; 2548
 2.549; 0.142; 2549
 2.550; 0.142; 2550
 2.551; 0.142; 2551
 2.552; 0.142; 2552
 2.553; 0.142; 2553
 2.554; 0.142; 2554
 2.555; 0.142; 2555
 2.556; 0.142; 2556
 2.557; 0.142; 2557
 2.558; 0.142; 2558
 2.559; 0.142; 2559
 2.560; 0.142; 2560
 2.561; 0.142; 2561
 2.562; 0.142; 2562
 2.563; 0.143; 2563
 2.564; 0.143; 2564
 2.565; 0.143; 2565
 2.566; 0.143; 2566
 2.567; 0.143; 2567
 2.568; 0.143; 2568
 2.569; 0.143; 2569
 2.570; 0.143; 2570
 2.571; 0.143; 2571
 2.572; 0.143; 2572
 2.573; 0.143; 2573
 2.574; 0.143; 2574
 2.575; 0.143; 2575
 2.576; 0.143; 2576
 2.577; 0.143; 2577
 2.578; 0.143; 2578
 2.579; 0.143; 2579
 2.580; 0.143; 2580
 2.581; 0.144; 2581
 2.582; 0.144; 2582
 2.583; 0.144; 2583
 2.584; 0.144; 2584
 2.585; 0.144; 2585
 2.586; 0.144; 2586
 2.587; 0.144; 2587
 2.588; 0.144; 2588
 2.589; 0.144; 2589
 2.590; 0.144; 2590
 2.591; 0.144; 2591
 2.592; 0.144; 2592
 2.593; 0.144; 2593
 2.594; 0.144; 2594
 2.595; 0.144; 2595
 2.596; 0.144; 2596
 2.597; 0.144; 2597
 2.598; 0.144; 2598
 2.599; 0.145; 2599
 2.600; 0.145; 2600
 2.601; 0.145; 2601
 2.602; 0.145; 2602
 2.603; 0.145; 2603
 2.604; 0.145; 2604
 2.605; 0.145; 2605
 2.606; 0.145; 2606
 2.607; 0.145; 2607
 2.608; 0.145; 2608
 2.609; 0.145; 2609
 2.610; 0.145; 2610
 2.611; 0.145; 2611
 2.612; 0.145; 2612
 2.613; 0.145; 2613
 2.614; 0.145; 2614
 2.615; 0.145; 2615
 2.616; 0.145; 2616
 2.617; 0.146; 2617
 2.618; 0.146; 2618
 2.619; 0.146; 2619
 2.620; 0.146; 2620
 2.621; 0.146; 2621
 2.622; 0.146; 2622
 2.623; 0.146; 2623
 2.624; 0.146; 2624
 2.625; 0.146; 2625
 2.626; 0.146; 2626
 2.627; 0.146; 2627
 2.628; 0.146; 2628
 2.629; 0.146; 2629
 2.630; 0.146; 2630
 2.631; 0.146; 2631
 2.632; 0.146; 2632
 2.633; 0.146; 2633
 2.634; 0.146; 2634
 2.635; 0.147; 2635
 2.636; 0.147; 2636
 2.637; 0.147; 2637
 2.638; 0.147; 2638
 2.639; 0.147; 2639
 2.640; 0.147; 2640
 2.641; 0.147; 2641
 2.642; 0.147; 2642
 2.643; 0.147; 2643
 2.644; 0.147; 2644
 2.645; 0.147; 2645
 2.646; 0.147; 2646
 2.647; 0.147; 2647
 2.648; 0.147; 2648
 2.649; 0.147; 2649
 2.650; 0.147; 2650
 2.651; 0.147; 2651
 2.652; 0.147; 2652
 2.653; 0.148; 2653
 2.654; 0.148; 2654
 2.655; 0.148; 2655
 2.656; 0.148; 2656
 2.657; 0.148; 2657
 2.658; 0.148; 2658
 2.659; 0.148; 2659
 2.660; 0.148; 2660
 2.661; 0.148; 2661
 2.662; 0.148; 2662
 2.663; 0.148; 2663
 2.664; 0.148; 2664
 2.665; 0.148; 2665
 2.666; 0.148; 2666
 2.667; 0.148; 2667
 2.668; 0.148; 2668
 2.669; 0.148; 2669
 2.670; 0.148; 2670
 2.671; 0.149; 2671
 2.672; 0.149; 2672
 2.673; 0.149; 2673
 2.674; 0.149; 2674
 2.675; 0.149; 2675
 2.676; 0.149; 2676
 2.677; 0.149; 2677
 2.678; 0.149; 2678
 2.679; 0.149; 2679
 2.680; 0.149; 2680
 2.681; 0.149; 2681
 2.682; 0.149; 2682
 2.683; 0.149; 2683
 2.684; 0.149; 2684
 2.685; 0.149; 2685
 2.686; 0.149; 2686
 2.687; 0.149; 2687
 2.688; 0.149; 2688
 2.689; 0.150; 2689
 2.690; 0.150; 2690
 2.691; 0.150; 2691
 2.692; 0.150; 2692
 2.693; 0.150; 2693
 2.694; 0.150; 2694
 2.695; 0.150; 2695
 2.696; 0.150; 2696
 2.697; 0.150; 2697
 2.698; 0.150; 2698
 2.699; 0.150; 2699
 2.700; 0.150; 2700
 2.701; 0.150; 2701
 2.702; 0.150; 2702
 2.703; 0.150; 2703
 2.704; 0.150; 2704
 2.705; 0.150; 2705
 2.706; 0.150; 2706
 2.707; 0.151; 2707
 2.708; 0.151; 2708
 2.709; 0.151; 2709
 2.710; 0.151; 2710
 2.711; 0.151; 2711
 2.712; 0.151; 2712
 2.713; 0.151; 2713
 2.714; 0.151; 2714
 2.715; 0.151; 2715
 2.716; 0.151; 2716
 2.717; 0.151; 2717
 2.718; 0.151; 2718
 2.719; 0.151; 2719
 2.720; 0.151; 2720
 2.721; 0.151; 2721
 2.722; 0.151; 2722
 2.723; 0.151; 2723
 2.724; 0.151; 2724
 2.725; 0.152; 2725
 2.726; 0.152; 2726
 2.727; 0.152; 2727
 2.728; 0.152; 2728
 2.729; 0.152; 2729
 2.730; 0.152; 2730
 2.731; 0.152; 2731
 2.732; 0.152; 2732
 2.733; 0.152; 2733
 2.734; 0.152; 2734
 2.735; 0.152; 2735
 2.736; 0.152; 2736
 2.737; 0.152; 2737
 2.738; 0.152; 2738
 2.739; 0.152; 2739
 2.740; 0.152; 2740
 2.741; 0.152; 2741
 2.742; 0.152; 2742
 2.743; 0.153; 2743
 2.744; 0.153; 2744
 2.745; 0.153; 2745
 2.746; 0.153; 2746
 2.747; 0.153; 2747
 2.748; 0.153; 2748
 2.749; 0.153; 2749
 2.750; 0.153; 2750
 2.751; 0.153; 2751
 2.752; 0.153; 2752
 2.753; 0.153; 2753
 2.754; 0.153; 2754
 2.755; 0.153; 2755
 2.756; 0.153; 2756
 2.757; 0.153; 2757
 2.758; 0.153; 2758
 2.759; 0.153; 2759
 2.760; 0.153; 2760
 2.761; 0.154; 2761
 2.762; 0.154; 2762
 2.763; 0.154; 2763
 2.764; 0.154; 2764
 2.765; 0.154; 2765
 2.766; 0.154; 2766
 2.767; 0.154; 2767
 2.768; 0.154; 2768
 2.769; 0.154; 2769
 2.770; 0.154; 2770
 2.771; 0.154; 2771
 2.772; 0.154; 2772
 2.773; 0.154; 2773
 2.774; 0.154; 2774
 2.775; 0.154; 2775
 2.776; 0.154; 2776
 2.777; 0.154; 2777
 2.778; 0.154; 2778
 2.779; 0.155; 2779
 2.780; 0.155; 2780
 2.781; 0.155; 2781
 2.782; 0.155; 2782
 2.783; 0.155; 2783
 2.784; 0.155; 2784
 2.785; 0.155; 2785
 2.786; 0.155; 2786
 2.787; 0.155; 2787
 2.788; 0.155; 2788
 2.789; 0.155; 2789
 2.790; 0.155; 2790
 2.791; 0.155; 2791
 2.792; 0.155; 2792
 2.793; 0.155; 2793
 2.794; 0.155; 2794
 2.795; 0.155; 2795
 2.796; 0.155; 2796
 2.797; 0.156; 2797
 2.798; 0.156; 2798
 2.799; 0.156; 2799
 2.800; 0.156; 2800
 2.801; 0.156; 2801
 2.802; 0.156; 2802
 2.803; 0.156; 2803
 2.804; 0.156; 2804
 2.805; 0.156; 2805
 2.806; 0.156; 2806
 2.807; 0.156; 2807
 2.808; 0.156; 2808
 2.809; 0.156; 2809
 2.810; 0.156; 2810
 2.811; 0.156; 2811
 2.812; 0.156; 2812
 2.813; 0.156; 2813
 2.814; 0.156; 2814
 2.815; 0.157; 2815
 2.816; 0.157; 2816
 2.817; 0.157; 2817
 2.818; 0.157; 2818
 2.819; 0.157; 2819
 2.820; 0.157; 2820
 2.821; 0.157; 2821
 2.822; 0.157; 2822
 2.823; 0.157; 2823
 2.824; 0.157; 2824
 2.825; 0.157; 2825
 2.826; 0.157; 2826
 2.827; 0.157; 2827
 2.828; 0.157; 2828
 2.829; 0.157; 2829
 2.830; 0.157; 2830
 2.831; 0.157; 2831
 2.832; 0.157; 2832
 2.833; 0.158; 2833
 2.834; 0.158; 2834
 2.835; 0.158; 2835
 2.836; 0.158; 2836
 2.837; 0.158; 2837
 2.838; 0.158; 2838
 2.839; 0.158; 2839
 2.840; 0.158; 2840
 2.841; 0.158; 2841
 2.842; 0.158; 2842
 2.843; 0.158; 2843
 2.844; 0.158; 2844
 2.845; 0.158; 2845
 2.846; 0.158; 2846
 2.847; 0.158; 2847
 2.848; 0.158; 2848
 2.849; 0.158; 2849
 2.850; 0.158; 2850
 2.851; 0.159; 2851
 2.852; 0.159; 2852
 2.853; 0.159; 2853
 2.854; 0.159; 2854
 2.855; 0.159; 2855
 2.856; 0.159; 2856
 2.857; 0.159; 2857
 2.858; 0.159; 2858
 2.859; 0.159; 2859
 2.860; 0.159; 2860
 2.861; 0.159; 2861
 2.862; 0.159; 2862
 2.863; 0.159; 2863
 2.864; 0.159; 2864
 2.865; 0.159; 2865
 2.866; 0.159; 2866
 2.867; 0.159; 2867
 2.868; 0.159; 2868
 2.869; 0.160; 2869
 2.870; 0.160; 2870
 2.871; 0.160; 2871
 2.872; 0.160; 2872
 2.873; 0.160; 2873
 2.874; 0.160; 2874
 2.875; 0.160; 2875
 2.876; 0.160; 2876
 2.877; 0.160; 2877
 2.878; 0.160; 2878
 2.879; 0.160; 2879
 2.880; 0.160; 2880
 2.881; 0.160; 2881
 2.882; 0.160; 2882
 2.883; 0.160; 2883
 2.884; 0.160; 2884
 2.885; 0.160; 2885
 2.886; 0.160; 2886
 2.887; 0.161; 2887
 2.888; 0.161; 2888
 2.889; 0.161; 2889
 2.890; 0.161; 2890
 2.891; 0.161; 2891
 2.892; 0.161; 2892
 2.893; 0.161; 2893
 2.894; 0.161; 2894
 2.895; 0.161; 2895
 2.896; 0.161; 2896
 2.897; 0.161; 2897
 2.898; 0.161; 2898
 2.899; 0.161; 2899
 2.900; 0.161; 2900
 2.901; 0.161; 2901
 2.902; 0.161; 2902
 2.903; 0.161; 2903
 2.904; 0.161; 2904
 2.905; 0.162; 2905
 2.906; 0.162; 2906
 2.907; 0.162; 2907
 2.908; 0.162; 2908
 2.909; 0.162; 2909
 2.910; 0.162; 2910
 2.911; 0.162; 2911
 2.912; 0.162; 2912
 2.913; 0.162; 2913
 2.914; 0.162; 2914
 2.915; 0.162; 2915
 2.916; 0.162; 2916
 2.917; 0.162; 2917
 2.918; 0.162; 2918
 2.919; 0.162; 2919
 2.920; 0.162; 2920
 2.921; 0.162; 2921
 2.922; 0.162; 2922
 2.923; 0.163; 2923
 2.924; 0.163; 2924
 2.925; 0.163; 2925
 2.926; 0.163; 2926
 2.927; 0.163; 2927
 2.928; 0.163; 2928
 2.929; 0.163; 2929
 2.930; 0.163; 2930
 2.931; 0.163; 2931
 2.932; 0.163; 2932
 2.933; 0.163; 2933
 2.934; 0.163; 2934
 2.935; 0.163; 2935
 2.936; 0.163; 2936
 2.937; 0.163; 2937
 2.938; 0.163; 2938
 2.939; 0.163; 2939
 2.940; 0.163; 2940
 2.941; 0.164; 2941
 2.942; 0.164; 2942
 2.943; 0.164; 2943
 2.944; 0.164; 2944
 2.945; 0.164; 2945
 2.946; 0.164; 2946
 2.947; 0.164; 2947
 2.948; 0.164; 2948
 2.949; 0.164; 2949
 2.950; 0.164; 2950
 2.951; 0.164; 2951
 2.952; 0.164; 2952
 2.953; 0.164; 2953
 2.954; 0.164; 2954
 2.955; 0.164; 2955
 2.956; 0.164; 2956
 2.957; 0.164; 2957
 2.958; 0.164; 2958
 2.959; 0.165; 2959
 2.960; 0.165; 2960
 2.961; 0.165; 2961
 2.962; 0.165; 2962
 2.963; 0.165; 2963
 2.964; 0.165; 2964
 2.965; 0.165; 2965
 2.966; 0.165; 2966
 2.967; 0.165; 2967
 2.968; 0.165; 2968
 2.969; 0.165; 2969
 2.970; 0.165; 2970
 2.971; 0.165; 2971
 2.972; 0.165; 2972
 2.973; 0.165; 2973
 2.974; 0.165; 2974
 2.975; 0.165; 2975
 2.976; 0.165; 2976
 2.977; 0.166; 2977
 2.978; 0.166; 2978
 2.979; 0.166; 2979
 2.980; 0.166; 2980
 2.981; 0.166; 2981
 2.982; 0.166; 2982
 2.983; 0.166; 2983
 2.984; 0.166; 2984
 2.985; 0.166; 2985
 2.986; 0.166; 2986
 2.987; 0.166; 2987
 2.988; 0.166; 2988
 2.989; 0.166; 2989
 2.990; 0.166; 2990
 2.991; 0.166; 2991
 2.992; 0.166; 2992
 2.993; 0.166; 2993
 2.994; 0.166; 2994
 2.995; 0.167; 2995
 2.996; 0.167; 2996
 2.997; 0.167; 2997
 2.998; 0.167; 2998
 2.999; 0.167; 2999
 3.000; 0.167; 3000
